	1-2	1-4	1-6	1-7	2-9	2-10	2-12	2-14	3-16	3-19	3-21	3-24	4-26	4-29	4-31
F7HLQ1|SPTAN1	0.04467718707301688	0.057663062912584315	-0.03366216736153527	0.10452338825396625	0.06338272272849674	0.05048977045369296	-0.017167283144869427	0.010369820321604939	0.005270124731288239	0.03636147570120657	0.019863026576377493	0.09741250165794427	0.07153175506543254	0.04768025054928435	0.15130326561619806
F7HJP9|SPTAN1	-0.01745487604709617	0.26770656595986414	-0.04323005206156924	0.10825289065202322	0.22936516255802972	0.28374591060043736	0.28064835562568513	0.1692020996679603	0.3704680646620348	0.03892398976902825	0.18847230057602388	0.2678882551744731	0.02642372474434239	0.4112775247377203	-0.29730161692828505
I0FIZ4|SPTBN1	0.09552632856876975	0.0931929686442136	-0.014714680597349816	0.1020316863549844	0.05576953861862152	0.04539190281401417	-0.017167283144869427	-0.001301484112521456	0.01052106789246432	0.054204221304919004	0.04463652800237235	0.10359637328131688	0.0904402176154969	0.07256621101852376	0.16384851893531166
A0A5F8A057|PLEC	-0.07815080773465016	-0.1447418119251306	-0.24925902718912993	-0.060120992437570894	-0.04294851233127078	0.00394718451666301	-0.003943587988704256	-0.31738212430794976	-0.048318024289221675	-0.17750687332870285	-0.10937889321463484	-0.059556844680454975	0.045928686656499504	0.25984477921110416	0.14498949168399566
A0A5F7ZPZ3|DYNC1H1	-0.01745487604709617	-0.013433011767526329	0.06886749753837623	-0.01750374763930504	0.010540284625623897	-0.019899557437704746	-0.04127973926167705	0.042303285201132745	-0.04695377355787879	-0.011884969152853336	-0.037825632189600666	-0.056795705003398075	-0.021493061067639416	-0.05072345351171026	-0.002801350474139881
F7H4E5|ANK2	0.05755847836974923	0.06917909334386534	-0.030940100439106943	0.06668830802049529	0.0026422993482974333	-0.018564346753885547	-0.04127973926167705	-0.009135141590552176	-0.0026422993482974333	0.051668728489055044	0.0891873343054151	0.03924163159285071	0.07280005847976644	0.12860024593285171	0.31097193151352864
F7G7A7|BSN	0.07666730131745372	0.02255293347250996	-0.050103314423063344	0.04609641458945389	0.032685925505580526	0.0618945337259425	0.05789566582915823	0.02578612061129093	-0.019936222919399046	0.10277601342726778	0.06772014111541334	0.010569241710187305	0.13118655995880618	0.08033658011274664	0.28019022956451006
A0A1D5R8V0|CLTC	0.05627551248627605	0.0679040645018036	-0.021453109666317638	0.07687507613974233	0.026207715065484805	0.027406157340651965	0.007854983329562831	0.014239366783256685	0.02356541571718737	0.011787859831514313	0.018547299133711462	0.031478231473168056	0.0026642575270563046	-0.010277927793300723	0.016694825151657315
F6W8M4|SPTBN2	0.066507435097232	0.055091413317409896	-0.11348224815866326	0.08194161353617611	0.02230677972558129	0.06063178087430693	0.002623082615137856	-0.02096596448980531	-0.034733224847479746	0.01569583975851707	-0.020140323002390492	0.08371395640143237	0.02903967295135383	0.00749116043358547	0.11687585547508196
A0A5F7Z9J6|MACF1	0.04338270960538171	0.0869121792688879	0.04197227047531604	0.0538528582238884	0.08224174997981276	0.05936792180014594	0.04904086794301682	0.0956276936239116	0.030043626157283093	0.07307969824228952	0.0510857789786114	0.04053147972605445	0.05750632825341408	0.0699667597911417	0.12202834324068472
A0A5F8AT24|MACF1	0.3606410448436106	0.30389921758324534	0.10272630155441212	0.26013182255468503	0.17417966016085026	0.09804169993371206	0.11961145031557388	0.0038974225617976477	0.18669308445869792	0.045310432428689346	0.10662945571482728	0.34194390026364085	-0.10363681582003083	-0.22649471288970996	-0.4961010214156709
