1-2	0.014085332
1-4	0.009402165
1-6	0.094246261
1-7	0.623039186
2-9	0.635584712
2-10	0.757799506
2-12	0.828178108
2-14	0.78731966
3-16	0.884647369
3-19	0.889019668
3-21	0.933499575
3-24	0.935183346
4-26	0.960098743
4-29	0.963311434
4-31	0.979231417
1	0.1852
2	0.7522
3	0.9106
4	0.9675
